obs_at,temp,wind,gust,visibility,humidity,pressure,pressure_trend,weather,Wind gust in miles per hour
2021-07-30T10:00:00Z,15.6°,NNE_8,NA,G,93%,"1,003",F,Cloudy,NA
2021-07-30T11:00:00Z,15.7°,N_10,NA,M,89%,"1,003",F,Light rain,NA
2021-07-30T12:00:00Z,15.6°,N_9,NA,P,96%,"1,002",F,Drizzle,NA
2021-07-30T13:00:00Z,15.1°,NNE_8,NA,P,96%,"1,002",F,Light rain,NA
2021-07-30T14:00:00Z,15.7°,N_10,NA,G,93%,"1,002",F,Light rain,NA
2021-07-30T15:00:00Z,15.9°,NNE_8,NA,VG,85%,"1,002",F,Cloudy,NA
2021-07-30T16:00:00Z,15.9°,NNE_8,NA,VG,84%,"1,003",R,Overcast,NA
2021-07-30T17:00:00Z,16.1°,NNE_9,NA,E,86%,"1,003",R,Cloudy,NA
2021-07-30T18:00:00Z,16.5°,N_9,NA,E,84%,"1,003",R,Overcast,NA
2021-07-30T19:00:00Z,15.4°,N_6,NA,G,93%,"1,004",R,Light shower (day),NA
2021-07-30T20:00:00Z,14.7°,NW_5,NA,VG,98%,"1,004",R,Overcast,NA
2021-07-30T21:00:00Z,14.8°,WNW_6,NA,VG,98%,"1,004",R,Overcast,NA
2021-07-30T22:00:00Z,14.0°,NW_6,NA,G,96%,"1,005",R,Cloudy,NA
2021-07-30T23:00:00Z,14.0°,W_6,NA,G,96%,"1,005",R,Overcast,NA
2021-07-31T00:00:00Z,13.8°,WNW_6,NA,VG,95%,"1,005",R,Overcast,NA
2021-07-31T01:00:00Z,13.4°,NW_3,NA,VG,96%,"1,005",R,Overcast,NA
2021-07-31T02:00:00Z,12.8°,N_1,NA,G,97%,"1,005",R,Cloudy,NA
2021-07-31T03:00:00Z,13.5°,N_0,NA,G,99%,"1,005",R,Cloudy,NA
2021-07-31T04:00:00Z,13.8°,W_3,NA,G,98%,"1,005",S,Drizzle,NA
2021-07-31T05:00:00Z,14.2°,W_6,NA,VG,97%,"1,005",R,Overcast,NA
2021-07-31T06:00:00Z,14.7°,W_6,NA,VG,94%,"1,005",R,Cloudy,NA
2021-07-31T07:00:00Z,15.2°,W_6,NA,VG,93%,"1,006",R,Overcast,NA
2021-07-31T08:00:00Z,16.4°,W_8,NA,VG,87%,"1,006",R,Overcast,NA
2021-07-31T09:00:00Z,17.2°,W_8,NA,VG,84%,"1,006",R,Cloudy,NA
2021-07-31T10:00:00Z,17.9°,NW_9,NA,–,78%,"1,006",R,Overcast,NA
2021-07-31T11:00:00Z,18.0°,W_8,NA,–,79%,"1,007",R,Overcast,NA
2021-07-31T12:00:00Z,18.3°,W_11,NA,E,76%,"1,007",R,Cloudy,NA
2021-07-31T13:00:00Z,19.3°,W_10,NA,E,70%,"1,007",R,Overcast,NA
2021-07-31T14:00:00Z,18.2°,NNE_7,NA,VG,85%,"1,007",R,Overcast,NA
2021-07-31T15:00:00Z,18.8°,N_8,NA,VG,77%,"1,007",R,Cloudy,NA
2021-07-31T16:00:00Z,16.8°,N_9,NA,G,86%,"1,008",R,Overcast,NA
2021-07-31T17:00:00Z,15.7°,N_8,NA,G,89%,"1,008",R,Overcast,NA
2021-07-31T18:00:00Z,14.7°,NNE_6,NA,G,96%,"1,008",R,Overcast,NA
2021-07-31T19:00:00Z,14.7°,NE_6,NA,G,94%,"1,008",R,Overcast,NA
2021-07-31T20:00:00Z,14.4°,N_5,NA,VG,94%,"1,008",R,Overcast,NA
2021-07-31T21:00:00Z,14.1°,N_1,NA,G,96%,"1,009",R,Mist,NA
2021-07-31T22:00:00Z,13.9°,N_6,NA,G,97%,"1,009",R,Mist,NA
2021-07-31T23:00:00Z,13.3°,NNE_7,NA,M,97%,"1,009",R,Overcast,NA
2021-08-01T00:00:00Z,13.0°,N_8,NA,M,99%,"1,010",R,Cloudy,NA
2021-08-01T01:00:00Z,12.7°,NNE_8,NA,P,99%,"1,010",R,Drizzle,NA
2021-08-01T02:00:00Z,12.5°,NNE_6,NA,M,99%,"1,010",R,Overcast,NA
2021-08-01T03:00:00Z,12.4°,NNE_5,NA,M,100%,"1,010",S,Light shower (night),NA
2021-08-01T04:00:00Z,12.4°,NNW_5,NA,G,99%,"1,010",R,Overcast,NA
2021-08-01T05:00:00Z,12.3°,NNW_3,NA,G,99%,"1,010",R,Overcast,NA
2021-08-01T06:00:00Z,12.9°,NNW_5,NA,VG,96%,"1,011",R,Cloudy,NA
2021-08-01T07:00:00Z,13.0°,N_7,NA,VG,90%,"1,011",R,Overcast,NA
2021-08-01T08:00:00Z,13.9°,NNW_7,NA,VG,88%,"1,012",R,Overcast,NA
2021-08-01T09:00:00Z,14.4°,N_13,NA,VG,78%,"1,012",R,Overcast,NA
2021-08-01T10:00:00Z,15.7°,N_13,NA,VG,67%,"1,012",R,Cloudy,NA
2021-08-01T11:00:00Z,16.3°,N_10,NA,VG,64%,"1,012",R,Overcast,NA
2021-08-01T12:00:00Z,16.2°,N_9,NA,VG,61%,"1,012",R,Overcast,NA
2021-08-01T13:00:00Z,16.0°,NNE_10,NA,VG,63%,"1,013",R,Cloudy,NA
2021-08-01T14:00:00Z,15.8°,NE_9,NA,VG,64%,"1,013",R,Cloudy,NA
2021-08-01T15:00:00Z,16.9°,NNE_7,NA,VG,57%,"1,013",R,Overcast,NA
2021-08-01T16:00:00Z,16.4°,ENE_9,NA,VG,61%,"1,014",R,Cloudy,NA
2021-08-01T17:00:00Z,16.8°,NNE_9,NA,VG,61%,"1,014",R,Cloudy,NA
2021-08-01T18:00:00Z,15.3°,NNE_9,NA,VG,62%,"1,014",R,Cloudy,NA
2021-08-01T19:00:00Z,14.2°,NNE_8,NA,VG,66%,"1,014",R,Sunny intervals,NA
2021-08-01T20:00:00Z,13.4°,NNE_6,NA,VG,72%,"1,015",R,Overcast,NA
2021-08-01T21:00:00Z,11.8°,NE_1,NA,VG,77%,"1,015",R,Cloudy,NA
2021-08-01T22:00:00Z,10.1°,WSW_5,NA,VG,89%,"1,015",R,Partly cloudy (night),NA
2021-08-01T23:00:00Z,9.4°,NNE_1,NA,VG,92%,"1,016",R,Clear night,NA
2021-08-02T00:00:00Z,8.1°,SSE_1,NA,G,95%,"1,016",R,Clear night,NA
2021-08-02T01:00:00Z,7.7°,NE_1,NA,G,98%,"1,016",R,Clear night,NA
2021-08-02T02:00:00Z,7.8°,WSW_1,NA,VG,99%,"1,015",F,Cloudy,NA
2021-08-02T03:00:00Z,9.3°,SSE_1,NA,VG,99%,"1,015",F,Overcast,NA
2021-08-02T04:00:00Z,10.1°,S_3,NA,VG,96%,"1,015",F,Overcast,NA
2021-08-02T05:00:00Z,10.2°,SE_3,NA,VG,94%,"1,015",F,Overcast,NA
2021-08-02T06:00:00Z,10.5°,SE_3,NA,VG,94%,"1,015",S,Overcast,NA
2021-08-02T07:00:00Z,11.4°,SE_2,NA,E,92%,"1,015",F,Cloudy,NA
2021-08-02T08:00:00Z,12.7°,SSE_5,NA,E,84%,"1,015",F,Cloudy,NA
2021-08-02T09:00:00Z,16.6°,S_6,NA,E,63%,"1,015",F,Cloudy,NA
2021-08-02T10:00:00Z,18.0°,S_8,NA,E,60%,"1,014",F,Sunny intervals,NA
2021-08-02T11:00:00Z,17.7°,S_9,NA,E,62%,"1,014",F,Sunny intervals,NA
2021-08-02T12:00:00Z,17.9°,S_8,NA,E,56%,"1,014",F,Cloudy,NA
2021-08-02T13:00:00Z,18.5°,SSE_7,NA,E,57%,"1,014",F,Cloudy,NA
2021-08-02T14:00:00Z,18.5°,S_6,NA,E,54%,"1,014",F,Cloudy,NA
2021-08-02T15:00:00Z,20.6°,SW_7,NA,E,47%,"1,013",F,Sunny intervals,NA
2021-08-02T16:00:00Z,20.8°,WSW_9,NA,E,45%,"1,013",F,Sunny intervals,NA
2021-08-02T17:00:00Z,20.4°,W_11,NA,E,45%,"1,013",F,Cloudy,NA
2021-08-02T18:00:00Z,19.1°,W_10,NA,E,50%,"1,013",F,Sunny day,NA
2021-08-02T19:00:00Z,17.7°,W_8,NA,E,56%,"1,013",R,Sunny day,NA
2021-08-02T20:00:00Z,14.8°,W_7,NA,VG,65%,"1,014",R,Clear night,NA
2021-08-02T21:00:00Z,12.2°,WSW_5,NA,VG,78%,"1,014",R,Clear night,NA
2021-08-02T22:00:00Z,10.8°,W_5,NA,VG,83%,"1,014",R,Clear night,NA
2021-08-02T23:00:00Z,9.3°,W_5,NA,VG,87%,"1,014",R,Clear night,NA
2021-08-03T00:00:00Z,9.3°,WNW_5,NA,VG,85%,"1,014",F,Clear night,NA
2021-08-03T01:00:00Z,8.6°,SW_2,NA,VG,91%,"1,014",F,Clear night,NA
2021-08-03T02:00:00Z,7.4°,SW_5,NA,VG,92%,"1,014",F,Clear night,NA
2021-08-03T03:00:00Z,8.3°,SSW_3,NA,VG,93%,"1,014",F,Clear night,NA
2021-08-03T04:00:00Z,8.1°,S_3,NA,VG,91%,"1,013",F,Clear night,NA
2021-08-03T05:00:00Z,6.8°,SW_2,NA,G,95%,"1,014",F,Sunny day,NA
2021-08-03T06:00:00Z,9.4°,SSW_1,NA,VG,92%,"1,014",F,Sunny day,NA
2021-08-03T07:00:00Z,11.0°,W_6,NA,VG,87%,"1,014",R,Sunny intervals,NA
2021-08-03T08:00:00Z,14.3°,SW_2,NA,E,75%,"1,013",S,Sunny intervals,NA
2021-08-03T09:00:00Z,15.2°,S_2,NA,E,66%,"1,013",S,Sunny intervals,NA
2021-08-03T10:00:00Z,17.3°,ESE_3,NA,VG,62%,"1,013",F,Sunny day,NA
2021-08-03T11:00:00Z,18.7°,SW_5,NA,E,57%,"1,013",F,Sunny intervals,NA
2021-08-03T12:00:00Z,19.7°,SSE_5,NA,E,51%,"1,012",F,Sunny intervals,NA
2021-08-03T13:00:00Z,20.6°,WSW_5,NA,E,43%,"1,012",F,Sunny intervals,NA
2021-08-03T14:00:00Z,21.3°,S_6,NA,E,44%,"1,012",F,Sunny intervals,NA
2021-08-03T15:00:00Z,21.6°,SW_7,NA,E,43%,"1,012",F,Sunny intervals,NA
2021-08-03T16:00:00Z,21.1°,WSW_8,NA,E,42%,"1,012",F,Cloudy,NA
2021-08-03T17:00:00Z,21.6°,W_6,NA,VG,41%,"1,011",F,Sunny day,NA
2021-08-03T18:00:00Z,21.2°,W_6,NA,VG,38%,"1,011",F,Sunny day,NA
2021-08-03T19:00:00Z,19.6°,WSW_6,NA,VG,47%,"1,012",F,Sunny day,NA
2021-08-03T20:00:00Z,16.6°,WNW_6,NA,VG,67%,"1,012",R,Clear night,NA
2021-08-03T21:00:00Z,14.3°,NNW_3,NA,VG,75%,"1,013",R,Clear night,NA
2021-08-03T22:00:00Z,14.6°,SSE_6,NA,VG,77%,"1,013",R,Clear night,NA
2021-08-03T23:00:00Z,11.1°,W_3,NA,G,87%,"1,013",R,Clear night,NA
2021-08-04T00:00:00Z,11.6°,WSW_2,NA,G,85%,"1,013",R,Clear night,NA
2021-08-04T01:00:00Z,9.7°,W_5,NA,G,92%,"1,013",S,Clear night,NA
2021-08-04T02:00:00Z,10.4°,SW_2,NA,VG,91%,"1,013",F,Clear night,NA
2021-08-04T03:00:00Z,9.5°,SSW_5,NA,VG,90%,"1,013",F,Clear night,NA
2021-08-04T04:00:00Z,8.5°,W_2,NA,G,93%,"1,013",F,Partly cloudy (night),NA
2021-08-04T05:00:00Z,9.7°,SW_2,NA,VG,90%,"1,013",R,Cloudy,NA
2021-08-04T06:00:00Z,10.8°,S_2,NA,E,87%,"1,014",R,Sunny day,NA
2021-08-04T07:00:00Z,11.6°,SSE_3,NA,VP,98%,"1,014",R,Fog,NA
2021-08-04T08:00:00Z,12.4°,SSE_5,NA,VP,99%,"1,014",R,Fog,NA
2021-08-04T09:00:00Z,14.3°,S_5,NA,M,94%,"1,013",F,Sunny intervals,NA
2021-08-04T10:00:00Z,18.0°,SSE_7,NA,VG,71%,"1,013",F,Sunny day,NA
2021-08-04T11:00:00Z,20.7°,SE_7,NA,VG,47%,"1,012",F,Sunny day,NA
2021-08-04T12:00:00Z,22.1°,SSE_10,NA,VG,47%,"1,012",F,Sunny day,NA
2021-08-04T13:00:00Z,21.1°,S_11,NA,VG,51%,"1,012",F,Sunny intervals,NA
2021-08-04T14:00:00Z,16.6°,SW_9,NA,VG,79%,"1,012",F,Cloudy,NA
2021-08-04T15:00:00Z,19.4°,S_8,NA,VG,70%,"1,011",F,Cloudy,NA
2021-08-04T16:00:00Z,19.8°,S_16,NA,VG,55%,"1,011",F,Cloudy,NA
2021-08-04T17:00:00Z,19.8°,S_13,NA,VG,57%,"1,011",F,Cloudy,NA
2021-08-04T18:00:00Z,18.3°,SSW_8,NA,G,69%,"1,011",F,Cloudy,NA
2021-08-04T19:00:00Z,17.7°,SE_6,NA,VG,76%,"1,010",F,Overcast,NA
2021-08-04T20:00:00Z,15.9°,WSW_6,NA,G,91%,"1,011",R,Cloudy,NA
2021-08-04T21:00:00Z,15.5°,SSE_3,NA,G,90%,"1,011",F,Cloudy,NA
2021-08-04T22:00:00Z,15.3°,SSW_6,NA,G,94%,"1,011",R,Overcast,NA
2021-08-04T23:00:00Z,15.1°,SE_7,NA,G,93%,"1,010",F,Light shower (night),NA
2021-08-05T00:00:00Z,14.7°,SE_8,NA,M,96%,"1,009",F,Light rain,NA
2021-08-05T01:00:00Z,14.4°,SSW_5,NA,M,97%,"1,009",F,Overcast,NA
2021-08-05T02:00:00Z,14.6°,S_7,NA,M,98%,"1,008",F,Mist,NA
2021-08-05T03:00:00Z,14.3°,S_7,NA,M,96%,"1,008",F,Overcast,NA
2021-08-05T04:00:00Z,13.9°,SSE_7,NA,M,96%,"1,007",F,Mist,NA
2021-08-05T05:00:00Z,13.4°,SSE_8,NA,M,97%,"1,007",F,Mist,NA
2021-08-05T06:00:00Z,13.2°,SSE_9,NA,M,96%,"1,006",F,Mist,NA
2021-08-05T07:00:00Z,13.5°,SSE_9,NA,M,94%,"1,006",F,Mist,NA
2021-08-05T08:00:00Z,14.5°,SSE_8,NA,M,92%,"1,005",F,Cloudy,NA
2021-08-05T09:00:00Z,17.1°,SSE_9,NA,G,78%,"1,005",F,Sunny intervals,NA
2021-08-05T10:00:00Z,19.4°,SSE_11,NA,VG,66%,"1,004",F,Sunny intervals,NA
2021-08-05T11:00:00Z,20.6°,SSE_18,NA,VG,56%,"1,003",F,Cloudy,NA
2021-08-05T12:00:00Z,20.3°,SSE_16,NA,VG,56%,"1,002",F,Cloudy,NA
2021-08-04T18:00:00Z,18.3°,SSW_8,NA,G,69%,"1,011",F,Cloudy,–
2021-08-04T19:00:00Z,17.7°,SE_6,NA,VG,76%,"1,010",F,Overcast,–
2021-08-04T20:00:00Z,15.9°,WSW_6,NA,G,91%,"1,011",R,Cloudy,–
2021-08-04T21:00:00Z,15.5°,SSE_3,NA,G,90%,"1,011",F,Cloudy,–
2021-08-04T22:00:00Z,15.3°,SSW_6,NA,G,94%,"1,011",R,Overcast,–
2021-08-04T23:00:00Z,15.1°,SE_7,NA,G,93%,"1,010",F,Light shower (night),–
2021-08-05T00:00:00Z,14.7°,SE_8,NA,M,96%,"1,009",F,Light rain,–
2021-08-05T01:00:00Z,14.4°,SSW_5,NA,M,97%,"1,009",F,Overcast,–
2021-08-05T02:00:00Z,14.6°,S_7,NA,M,98%,"1,008",F,Mist,–
2021-08-05T03:00:00Z,14.3°,S_7,NA,M,96%,"1,008",F,Overcast,–
2021-08-05T04:00:00Z,13.9°,SSE_7,NA,M,96%,"1,007",F,Mist,–
2021-08-05T05:00:00Z,13.4°,SSE_8,NA,M,97%,"1,007",F,Mist,–
2021-08-05T06:00:00Z,13.2°,SSE_9,NA,M,96%,"1,006",F,Mist,–
2021-08-05T07:00:00Z,13.5°,SSE_9,NA,M,94%,"1,006",F,Mist,–
2021-08-05T08:00:00Z,14.5°,SSE_8,NA,M,92%,"1,005",F,Cloudy,–
2021-08-05T09:00:00Z,17.1°,SSE_9,NA,G,78%,"1,005",F,Sunny intervals,–
2021-08-05T10:00:00Z,19.4°,SSE_11,NA,VG,66%,"1,004",F,Sunny intervals,–
2021-08-05T11:00:00Z,20.6°,SSE_18,NA,VG,56%,"1,003",F,Cloudy,–
2021-08-05T12:00:00Z,20.3°,SSE_16,NA,VG,56%,"1,002",F,Cloudy,–
2021-08-05T13:00:00Z,20.9°,SSE_17,NA,VG,50%,"1,001",F,Sunny intervals,–
2021-08-05T14:00:00Z,21.5°,SSE_17,NA,E,51%,"1,001",F,Cloudy,–
2021-08-05T15:00:00Z,21.0°,S_18,NA,VG,52%,"1,000",F,Cloudy,29
2021-08-05T16:00:00Z,20.2°,SSE_13,NA,E,56%,999,F,Cloudy,31
2021-08-05T17:00:00Z,16.7°,S_13,NA,M,86%,999,F,Light rain,–
2021-08-05T18:00:00Z,17.0°,SSE_9,NA,VG,85%,998,F,Cloudy,–
2021-08-05T19:00:00Z,16.9°,SSE_10,NA,VG,80%,998,F,Cloudy,–
2021-08-05T20:00:00Z,15.5°,SSE_11,NA,P,93%,998,F,Drizzle,–
2021-08-05T21:00:00Z,14.9°,SE_8,NA,P,96%,997,F,Light rain,–
2021-08-05T22:00:00Z,14.9°,SE_9,NA,P,95%,996,F,Light rain,–
2021-08-05T23:00:00Z,15.0°,ESE_8,NA,G,96%,995,F,Cloudy,–
2021-08-06T00:00:00Z,15.1°,SE_7,NA,P,98%,994,F,Heavy rain,–
2021-08-06T01:00:00Z,15.4°,SE_8,NA,M,98%,994,F,Drizzle,–
2021-08-06T02:00:00Z,15.4°,SE_6,NA,M,98%,993,F,Cloudy,–
2021-08-06T03:00:00Z,15.5°,SE_6,NA,M,98%,992,F,Cloudy,–
2021-08-06T04:00:00Z,15.4°,SSE_6,NA,M,99%,992,F,Overcast,–
2021-08-06T05:00:00Z,15.4°,SSE_8,NA,M,99%,992,F,Mist,–
2021-08-06T06:00:00Z,15.7°,SSE_8,NA,M,99%,992,F,Mist,–
2021-08-06T07:00:00Z,16.0°,SSE_9,NA,M,98%,992,F,Mist,–
2021-08-06T08:00:00Z,16.8°,SSE_9,NA,VG,92%,992,R,Cloudy,–
2021-08-06T09:00:00Z,17.5°,S_11,NA,VG,85%,992,R,Light shower (day),–
2021-08-06T10:00:00Z,17.4°,S_8,NA,M,88%,992,F,Light shower (day),–
2021-08-06T11:00:00Z,17.2°,SE_8,NA,E,92%,992,F,Cloudy,–
2021-08-06T12:00:00Z,18.8°,SW_8,NA,VG,81%,992,F,Overcast,–
2021-08-05T17:00:00Z,16.7°,S_13,NA,M,86%,999,F,Light rain,NA
2021-08-05T18:00:00Z,17.0°,SSE_9,NA,VG,85%,998,F,Cloudy,NA
2021-08-05T19:00:00Z,16.9°,SSE_10,NA,VG,80%,998,F,Cloudy,NA
2021-08-05T20:00:00Z,15.5°,SSE_11,NA,P,93%,998,F,Drizzle,NA
2021-08-05T21:00:00Z,14.9°,SE_8,NA,P,96%,997,F,Light rain,NA
2021-08-05T22:00:00Z,14.9°,SE_9,NA,P,95%,996,F,Light rain,NA
2021-08-05T23:00:00Z,15.0°,ESE_8,NA,G,96%,995,F,Cloudy,NA
2021-08-06T00:00:00Z,15.1°,SE_7,NA,P,98%,994,F,Heavy rain,NA
2021-08-06T01:00:00Z,15.4°,SE_8,NA,M,98%,994,F,Drizzle,NA
2021-08-06T02:00:00Z,15.4°,SE_6,NA,M,98%,993,F,Cloudy,NA
2021-08-06T03:00:00Z,15.5°,SE_6,NA,M,98%,992,F,Cloudy,NA
2021-08-06T04:00:00Z,15.4°,SSE_6,NA,M,99%,992,F,Overcast,NA
2021-08-06T05:00:00Z,15.4°,SSE_8,NA,M,99%,992,F,Mist,NA
2021-08-06T06:00:00Z,15.7°,SSE_8,NA,M,99%,992,F,Mist,NA
2021-08-06T07:00:00Z,16.0°,SSE_9,NA,M,98%,992,F,Mist,NA
2021-08-06T08:00:00Z,16.8°,SSE_9,NA,VG,92%,992,R,Cloudy,NA
2021-08-06T09:00:00Z,17.5°,S_11,NA,VG,85%,992,R,Light shower (day),NA
2021-08-06T10:00:00Z,17.4°,S_8,NA,M,88%,992,F,Light shower (day),NA
2021-08-06T11:00:00Z,17.2°,SE_8,NA,E,92%,992,F,Cloudy,NA
2021-08-06T12:00:00Z,18.8°,SW_8,NA,VG,81%,992,F,Overcast,NA
2021-08-06T13:00:00Z,19.1°,WSW_13,NA,VG,79%,992,R,Light shower (day),NA
2021-08-06T14:00:00Z,17.7°,WSW_14,NA,E,82%,992,R,Cloudy,NA
2021-08-06T15:00:00Z,17.9°,WSW_17,NA,VG,80%,993,R,Cloudy,NA
2021-08-06T16:00:00Z,18.6°,SW_13,NA,VG,73%,993,R,Cloudy,NA
2021-08-06T17:00:00Z,17.8°,SW_14,NA,VG,74%,994,R,Overcast,NA
2021-08-06T18:00:00Z,17.2°,SSW_16,NA,VG,74%,994,R,Cloudy,NA
2021-08-06T19:00:00Z,16.9°,SSW_13,NA,VG,78%,994,R,Cloudy,NA
2021-08-06T20:00:00Z,15.8°,SW_13,NA,VG,80%,994,R,Cloudy,NA
2021-08-06T21:00:00Z,15.5°,S_11,NA,VG,83%,994,R,Overcast,NA
2021-08-06T22:00:00Z,15.2°,S_6,NA,VG,85%,995,R,Overcast,NA
2021-08-06T23:00:00Z,15.2°,S_8,NA,VG,79%,995,R,Overcast,NA
2021-08-07T00:00:00Z,14.9°,S_10,NA,VG,78%,994,F,Overcast,NA
2021-08-07T01:00:00Z,14.5°,S_10,NA,VG,81%,994,F,Overcast,NA
2021-08-07T02:00:00Z,13.6°,SE_6,NA,VG,85%,994,F,Cloudy,NA
2021-08-07T03:00:00Z,12.8°,SE_8,NA,G,90%,994,F,Cloudy,NA
2021-08-07T04:00:00Z,12.2°,SE_7,NA,G,94%,994,F,Clear night,NA
2021-08-07T05:00:00Z,12.3°,SE_7,NA,G,94%,994,F,Cloudy,NA
2021-08-07T06:00:00Z,12.6°,SSE_11,NA,G,94%,993,F,Overcast,NA
2021-08-07T07:00:00Z,13.4°,SSE_14,NA,G,92%,993,F,Cloudy,NA
2021-08-07T08:00:00Z,14.7°,SSE_14,NA,G,86%,993,F,Cloudy,NA
2021-08-07T09:00:00Z,15.6°,SSE_10,NA,G,80%,993,F,Cloudy,NA
2021-08-07T10:00:00Z,16.6°,SSE_15,NA,VG,71%,993,F,Overcast,NA
2021-08-07T11:00:00Z,17.3°,SSE_17,NA,G,67%,993,F,Overcast,NA
2021-08-07T12:00:00Z,18.5°,S_16,NA,VG,65%,992,F,Overcast,NA
2021-08-07T13:00:00Z,16.5°,S_15,NA,G,80%,993,F,Overcast,NA
2021-08-07T14:00:00Z,16.2°,S_13,NA,M,84%,993,R,Light rain,NA
2021-08-07T15:00:00Z,16.8°,S_14,NA,VG,83%,993,R,Cloudy,NA
2021-08-07T16:00:00Z,17.1°,S_9,NA,VG,77%,993,F,Overcast,NA
2021-08-07T17:00:00Z,17.2°,SSW_9,NA,VG,78%,993,F,Cloudy,NA
2021-08-07T18:00:00Z,17.8°,S_9,NA,VG,75%,993,F,Cloudy,NA
2021-08-07T19:00:00Z,15.9°,SSE_9,NA,G,91%,993,R,Light rain,NA
2021-08-07T20:00:00Z,16.1°,SE_7,NA,G,90%,993,R,Light rain,NA
2021-08-07T21:00:00Z,15.1°,SSE_9,NA,M,93%,993,R,Light rain,NA
2021-08-07T22:00:00Z,14.9°,S_9,NA,G,97%,993,R,Overcast,NA
2021-08-07T23:00:00Z,15.0°,S_8,NA,G,96%,993,R,Overcast,NA
2021-08-08T00:00:00Z,14.8°,S_8,NA,G,96%,993,R,Partly cloudy (night),NA
2021-08-08T01:00:00Z,15.0°,S_8,NA,G,97%,993,R,Cloudy,NA
2021-08-08T02:00:00Z,15.1°,S_8,NA,G,97%,993,S,Overcast,NA
2021-08-08T03:00:00Z,14.8°,SSE_3,NA,VG,96%,994,R,Cloudy,NA
2021-08-08T04:00:00Z,14.2°,WSW_3,NA,G,97%,994,R,Overcast,NA
2021-08-07T12:00:00Z,18.5°,S_16,NA,VG,65%,992,F,Overcast,–
2021-08-07T13:00:00Z,16.5°,S_15,NA,G,80%,993,F,Overcast,–
2021-08-07T14:00:00Z,16.2°,S_13,NA,M,84%,993,R,Light rain,–
2021-08-07T15:00:00Z,16.8°,S_14,NA,VG,83%,993,R,Cloudy,–
2021-08-07T16:00:00Z,17.1°,S_9,NA,VG,77%,993,F,Overcast,–
2021-08-07T17:00:00Z,17.2°,SSW_9,NA,VG,78%,993,F,Cloudy,–
2021-08-07T18:00:00Z,17.8°,S_9,NA,VG,75%,993,F,Cloudy,–
2021-08-07T19:00:00Z,15.9°,SSE_9,NA,G,91%,993,R,Light rain,–
2021-08-07T20:00:00Z,16.1°,SE_7,NA,G,90%,993,R,Light rain,–
2021-08-07T21:00:00Z,15.1°,SSE_9,NA,M,93%,993,R,Light rain,–
2021-08-07T22:00:00Z,14.9°,S_9,NA,G,97%,993,R,Overcast,–
2021-08-07T23:00:00Z,15.0°,S_8,NA,G,96%,993,R,Overcast,–
2021-08-08T00:00:00Z,14.8°,S_8,NA,G,96%,993,R,Partly cloudy (night),–
2021-08-08T01:00:00Z,15.0°,S_8,NA,G,97%,993,R,Cloudy,–
2021-08-08T02:00:00Z,15.1°,S_8,NA,G,97%,993,S,Overcast,–
2021-08-08T03:00:00Z,14.8°,SSE_3,NA,VG,96%,994,R,Cloudy,–
2021-08-08T04:00:00Z,14.2°,WSW_3,NA,G,97%,994,R,Overcast,–
2021-08-08T05:00:00Z,14.6°,SSW_6,NA,M,99%,994,R,Light rain,–
2021-08-08T06:00:00Z,14.7°,S_6,NA,G,98%,995,R,Overcast,–
2021-08-08T07:00:00Z,15.3°,S_5,NA,VG,95%,995,R,Overcast,–
2021-08-08T08:00:00Z,15.7°,S_8,NA,G,95%,995,R,Overcast,–
2021-08-08T09:00:00Z,17.2°,S_5,NA,VG,89%,996,R,Cloudy,–
2021-08-08T10:00:00Z,18.0°,WSW_9,NA,P,84%,996,R,Light rain,–
2021-08-08T11:00:00Z,18.7°,WSW_11,NA,P,79%,997,R,Light rain,–
2021-08-08T12:00:00Z,17.0°,WSW_17,NA,G,83%,997,R,Light rain,29
2021-08-08T13:00:00Z,18.9°,WSW_19,NA,VG,70%,998,R,Cloudy,34
2021-08-08T14:00:00Z,20.1°,WSW_17,NA,VG,65%,999,R,Cloudy,31
2021-08-08T15:00:00Z,19.7°,W_18,NA,M,65%,"1,000",R,Cloudy,33
2021-08-08T16:00:00Z,18.9°,W_18,NA,M,68%,"1,000",R,Mist,31
2021-08-08T17:00:00Z,18.1°,WSW_18,NA,G,72%,"1,001",R,Cloudy,33
2021-08-08T18:00:00Z,17.4°,WSW_16,NA,G,75%,"1,002",R,Cloudy,32
2021-08-08T19:00:00Z,16.5°,WSW_15,NA,VG,77%,"1,003",R,Cloudy,30
2021-08-08T20:00:00Z,15.7°,WSW_16,NA,VG,80%,"1,004",R,Overcast,–
2021-08-08T21:00:00Z,15.4°,WSW_13,NA,G,79%,"1,004",R,Cloudy,–
2021-08-08T22:00:00Z,14.8°,SSW_8,NA,G,81%,"1,005",R,Overcast,–
2021-08-08T23:00:00Z,14.8°,SW_7,NA,G,81%,"1,005",R,Overcast,–
2021-08-09T00:00:00Z,14.2°,SSW_6,NA,G,85%,"1,005",R,Cloudy,–
2021-08-09T01:00:00Z,13.9°,S_8,NA,G,87%,"1,005",R,Partly cloudy (night),–
2021-08-09T02:00:00Z,13.6°,S_6,NA,G,87%,"1,006",R,Clear night,–
2021-08-09T03:00:00Z,12.6°,SE_7,NA,G,90%,"1,006",R,Clear night,–
2021-08-09T04:00:00Z,11.5°,SE_6,NA,G,95%,"1,006",R,Clear night,–
